,title,pages,publisher,category 1,category 2,category 3,is bestseller
2836,The Dragon Path: A Graphic Novel,208 pages,"Graphix (May 18, 2021)Ê",in Children's Fantasy Comics & Graphic Novels,in Children's Action & Adventure Comics & Graphic Novels,in Children's Fantasy & Magic Books,0
2837,Never Grow Up (A Baxter Family Children Story),304 pages,"Graphix (May 18, 2021)Ê",in Children's Christian Friendship Fiction,in Children's Christian Family Fiction,in Children's Christian Values Fiction,0
2838,"Shortcuts (Sanity & Tallulah, 3)",256 pages,"Little, Brown Ink (April 20, 2021)Ê",in Children's Science Fiction Comics & Graphic Novels,in Children's Books on Disabilities,in Children's Friendship Books,0
2839,Cuba in My Pocket,320 pages,"Square Fish (September 20, 2022)Ê",in Children's Hispanic & Latino Books,in Children's 1900s American Historical Fiction,in Children's Fiction on Social Situations,0
2840,The Last Chance for Logan County (A Legendary Alston Boys Adventure),304 pages,"Versify; Reprint edition (April 4, 2023)Ê",in Children's Black & African American Story Books,in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
2841,Shadow School #3: Phantoms,288 pages,"Katherine Tegen Books (August 2, 2022)Ê",in Children's Spine-Chilling Horror,in Children's School Issues,in Children's Fantasy & Magic Books,0
2842,Shaking Up the House,256 pages,"HarperCollins (May 3, 2022)Ê",in Children's Siblings Books (Books),in Children's Humor,,0
2843,Chunky,208 pages,"Katherine Tegen Books (June 22, 2021)Ê",in Children's Biography Comics,in Children's Humorous Comics & Graphic Novels,in Children's Self-Esteem Books,0
2844,"Elvis, Me, and the Lemonade Stand Summer",192 pages,"DCB (April 27, 2021)Ê",in Canadian National Parks Travel Guides,in Children's Canada Books,in Children's Historical Fiction (Books),0
2845,DJ Funkyfoot: Butler for Hire! (DJ Funkyfoot #1) (The Flytrap Files),128 pages,"Harry N. Abrams (March 1, 2022)Ê",in Children's Dog Books (Books),in Children's Chapter Books (Books),in Children's Action & Adventure Books (Books),0
2846,Merci SuÃ¡rez Can't Dance,384 pages,"Candlewick (September 13, 2022)Ê",in Children's Hispanic & Latino Books,in Children's Multigenerational Family Life,in Children's Friendship Books,0
2847,Horse Girl,240 pages,"Penguin Workshop (March 29, 2022)Ê",in Children's Horse Books (Books),in Children's Friendship Books,in Children's Humor,0
2848,Whispering Alaska,270 pages,"Delacorte Press (October 26, 2021)Ê",in Children's New Family Experiences Books,in Children's Siblings Books (Kindle Store),in Children's New Experiences Books,0
2849,The Scrumptious Life of Azaleah Lane,112 pages,"Picture Window Books; Illustrated edition (January 1, 2021)Ê",in Children's Black & African American Story Books,in Children's Multigenerational Family Life,"in Children's Mystery, Detective, & Spy",0
2850,The Fifth Quarter,240 pages,"First Second (May 25, 2021)Ê",in Children's Basketball Books (Books),in Children's Self-Esteem Books,in Children's Friendship Books,0
2851,Wind Riders #1: Rescue on Turtle Beach,128 pages,"HarperCollins (October 19, 2021)Ê",in Children's Environment Books (Books),in Children's Chapter Books (Books),in Children's Action & Adventure Books (Books),0
2852,I Speak Boy,368 pages,"Delacorte Press (May 4, 2021)Ê",in Children's New Experiences Books,in Children's Humor,in Children's Friendship Books,0
2853,"TBH #7: TBH, No One Can EVER Know",208 pages,"Katherine Tegen Books (January 11, 2022)Ê",in Children's Books on Bullying,in Children's Science & Nature Books,in Children's Literature (Books),0
2854,Leonard (My Life as a Cat),256 pages,"Walker Books US (April 12, 2022)Ê",in Children's Multigenerational Family Life,in Children's Cat Books (Books),in Children's Science Fiction Books (Books),0
2855,Black Panther: Spellbound (The Young Prince),272 pages,"Marvel Press (January 3, 2023)Ê",in Children's African Folk Tales (Books),in Children's Superhero Fiction,in Children's Fantasy & Magic Books,0
2856,"Garden Secrets for Attracting Birds, Second Edition: A Bird-by-Bird Guide to Favored Plants (Creative Homeowner) Turn Your Yard into a Pollinator Paradise for Hummingbirds, Sparrows, Finches, and More",176 pages,"Creative Homeowner; Second edition (January 5, 2021)Ê",in Gardening & Horticulture Reference (Books),in Gardening Encyclopedias,in Bird Watching (Books),0
2857,No One Returns From the Enchanted Forest,240 pages,"First Second (May 25, 2021)Ê",in Children's Fantasy Comics & Graphic Novels,in Children's Action & Adventure Comics & Graphic Novels,in Children's Siblings Books (Books),0
2858,Trouble in the Stars,272 pages,"Viking Books for Young Readers; Reprint edition (February 8, 2022)Ê",in Children's Science Fiction Books (Books),in Children's Action & Adventure Books (Books),in Children's Family Life Books (Books),0
2859,The Million Dollar Race,240 pages,"Aladdin; Reprint edition (April 19, 2022)Ê",in Children's Track & Field Books,in Children's Parents Books,in Children's Friendship Books,0
2860,Pighearted,305 pages,"Little, Brown Books for Young Readers (October 26, 2021)Ê",in Children's Pig Books (Kindle Store),in Children's Pig Books (Books),in Children's Nature Books (Kindle Store),0
2861,Atlantis: The Accidental Invasion (Atlantis Book #1),312 pages,"Harry N. Abrams (March 22, 2022)Ê",in Children's Science Fiction Books (Books),in Children's Science & Nature Books,in Children's Action & Adventure Books (Books),0
2862,Ben Yokoyama and the Cookie of Endless Waiting (Cookie Chronicles),304 pages,"Knopf Books for Young Readers (March 2, 2021)Ê",in Children's School Issues,in Children's Friendship Books,in Children's Humor,0
2863,Even and Odd,288 pages,"Clarion Books (June 15, 2021)Ê",in Children's Books on Girls' & Women's Issues,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2864,Bedhead Ted,224 pages,"Quill Tree Books (August 24, 2021)Ê",in Children's Books on Bullying,in Children's Humorous Comics & Graphic Novels,in Children's Friendship Books,0
2865,The Mysterious Disappearance of Aidan S. (as told to his brother),224 pages,"Yearling (May 10, 2022)Ê",in Children's Books on the U.S.,"in Children's Mystery, Detective, & Spy",in LGBTQ+ Books'],0
2866,"Hello, Cruel Heart",336 pages,"Disney Press; Media tie-in edition (April 6, 2021)Ê",in Teen & Young Adult Coming of Age Fiction,in Teen & Young Adult Friendship Fiction,in Teen & Young Adult Social Issues,0
2867,Mischief and Mayhem #1: Born to Be Bad,256 pages,"Katherine Tegen Books (June 15, 2021)Ê",in Children's Superhero Comics,in Children's Humorous Comics & Graphic Novels,in Science Fiction Manga (Books)'],0
2868,"Camp Average: Away Games (Camp Average, 3)",256 pages,"Owlkids (March 15, 2022)Ê",in Children's Friendship Books,in Children's Humor,,0
2869,The Thirteenth Hour,304 pages,"S&S Books for Young Readers; Reprint edition (November 22, 2022)Ê",in Children's Multigenerational Family Life,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2870,The Outdoor Scientist: The Wonder of Observing the Natural World,208 pages,"Philomel Books (April 6, 2021)Ê",in Children's Science Experiment Books,,,0
2871,Dimension Why #1: How to Save the Universe Without Really Trying,336 pages,"HarperCollins (September 29, 2020)Ê",in Children's Time Travel Fiction,in Children's Humor,in Children's Action & Adventure Books (Books),0
2872,"Starla Jean (Starla Jean, 1)",96 pages,"Roaring Brook Press (January 19, 2021)Ê",in Children's Bird Books (Books),in Children's New Experiences Books,in Children's Humor,0
2873,The Way I Say It,240 pages,"Charlesbridge (January 18, 2022)Ê",in Children's Books on Bullying,in Children's Books on Disabilities,in Children's Self-Esteem Books,0
2874,Paper Heart,304 pages,"G.P. Putnam's Sons Books for Young Readers (May 11, 2021)Ê",in Children's Fiction on Social Situations,"in Children's Mystery, Detective, & Spy",in Children's Friendship Books,0
2875,Pasture Bedtime: Charlie's Rules #1 (Orca Echoes), 112 pages ,"Orca Book Publishers (February 16, 2021) ",in Children's Farm Life Books,in Children's Chapter Books (Books),in Children's Friendship Books,0
2876,The Amazing Beef Squad: Never Say Die!, 240 pages ,"Yearling (March 22, 2022) ",in Children's School Issues,in Children's Friendship Books,in Children's Humor,0
2877,Fearless (1) (Fearless Series), 240 pages ,"Aladdin (April 6, 2021) ",in Children's Performing Arts Fiction,"in Children's Mystery, Detective, & Spy",in Children's Friendship Books,0
2878,The Woodcarver's Daughter, 132 pages ,"Kar-Ben Publishing Â® (April 1, 2021) ",in Children's Jewish Fiction,in Children's Judaism Books (Kindle Store),in Children's 1900s US Historical Fiction,0
2879,Matasha, 296 pages ,"IgKids (June 1, 2021) ",in Children's 1900s American Historical Fiction,in Children's Parents Books,in Children's Books on Girls' & Women's Issues,0
2880,Billy Miller Makes a Wish, 192 pages ,"Greenwillow Books (April 5, 2022) ",in Children's Books on Emotions & Feelings (Books),in Children's Humor,in Children's Family Life Books (Books),0
2881,Treasure of the World, 416 pages ,"G.P. Putnam's Sons Books for Young Readers (January 18, 2022) ",in Children's Homelessness & Poverty Books (Books),in Children's Central & South America Books,in Children's Family Life Books (Books),0
2882,Long Road to the Circus, 256 pages ,"Knopf Books for Young Readers (October 5, 2021) ",in Children's Farm Life Books,in Children's Bird Books (Books),in Children's Historical Fiction (Books),0
2883,"Narwhal I'm Around (The Incredibly Dead Pets of Rex Dexter, 2)", 224 pages ,"Little, Brown Books for Young Readers (May 4, 2021) ",in Children's Spine-Chilling Horror,"in Children's Mystery, Detective, & Spy",in Children's Fantasy & Magic Books,0
2884,Miles from Motown, 228 pages ,"Fitzroy Books (August 21, 2021) ",in Children's Historical Fiction (Kindle Store),"in Stories in Verse',",in Children's Historical Fiction (Books),0
2885,Mel and Shell, 183 pages ,"Fremantle Press (September 1, 2021) ",in Children's Historical Fiction (Kindle Store),in Children's Books on Friendship,in Children's Historical Fiction (Books),0
2886,Oh My Gods! (OMGs), 208 pages ,"Clarion Books (January 5, 2021) ",in Children's Fantasy Comics & Graphic Novels,in Children's Humorous Comics & Graphic Novels,in Children's Friendship Books,0
2887,The Street Belongs to Us, 192 pages ,"Arsenal Pulp Press (June 1, 2021) ",in Children's Hispanic & Latino Books,in Children's Books on Prejudice & Racism,in Children's Self-Esteem Books,0
2888,"By Ash, Oak and Thorn: a perfect summer read for children, from Costa Award-shortlisted author Melissa Harrison",,"Chicken House; 1st edition (May 6, 2021) ",in Children's Recycling & Green Living Books,in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
2889,The Lost Language, 304 pages ,"Margaret Ferguson Books (November 1, 2022) ",in Stories in Verse,in Children's Self-Esteem Books,in Children's Friendship Books,0
2890,"The Secret Garden on 81st Street: A Modern Graphic Retelling of The Secret Garden (Classic Graphic Remix, 2)", 256 pages ,"Little, Brown Ink (October 19, 2021) ",in Children's Classic Adaptation Comics & Graphic Novels,in Children's Classics,in Children's Literature (Books),0
2891,Do You Know Me?, 320 pages ,"Scholastic Press (April 6, 2021) ",in Children's Books on Disabilities,in Children's Fiction on Social Situations,in Children's Friendship Books,0
2892,The Lightning Catcher, 270 pages ,"Bloomsbury Children's Books; 1st edition (May 13, 2021) ",in Children's Action & Adventure Sci-Fi Books,in Children's Books on Friendship,in Children's Science Fiction Books (Books),0
2893,The Okay Witch and the Hungry Shadow (2), 256 pages ,"Aladdin (July 6, 2021) ",in Children's Fantasy Comics & Graphic Novels,in Children's Friendship Books,in Children's Fantasy & Magic Books,0
2894,Best Nerds Forever, 272 pages ,"jimmy patterson (September 27, 2022) ",in Children's Spine-Chilling Horror,"in Children's Mystery, Detective, & Spy",in Children's Friendship Books,1
2895,Home Sweet Forever Home (1) (The Invincible Girls Club), 160 pages ,"Aladdin (May 4, 2021) ",in Children's Babysitting Books,in Children's Chapter Books (Books),in Children's Friendship Books,0
2896,Linked, 256 pages ,"Scholastic Inc. (July 20, 2021) ","in Children's Mystery, Detective, & Spy",in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,0
2897,Over the Top, 193 pages ,"Running Press Kids (August 3, 2021) ",in Children's Drama & Theater Books,in Children's Parent Books,in Children's Performing Arts Fiction,0
2898,The Rule of Threes, 213 pages ,"Chronicle Books LLC (May 11, 2021) ",in Children's eBooks on Drug Use,in Children's Books on Drugs & Substance Abuse,in Children's Fiction on Social Situations,0
2899,A Terrible Tide, 208 pages ,"Second Story Press (September 28, 2021) ",in Children's Canadian History,"in Disaster Books for Children',",in Children's Family Life Books (Books),0
2900,Dead Wednesday, 240 pages ,"Knopf Books for Young Readers (August 3, 2021) ",in Children's Books on Death & Dying,in Children's School Issues,in Children's Books on Emotions & Feelings (Books),0
2901,Ben Yokoyama and the Cookie of Doom (Cookie Chronicles), 304 pages ,"Knopf Books for Young Readers (March 2, 2021) ",in Children's School Issues,in Children's Friendship Books,in Children's Family Life Books (Books),0
2902,The Kids of Cattywampus Street, 128 pages ,"Anne Schwartz Books (July 6, 2021) ",in Children's Short Story Collections,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2903,Once Upon a Camel, 352 pages ,"Atheneum Books for Young Readers; Reprint edition (September 20, 2022) ",in Children's Friendship Books,in Children's Action & Adventure Books (Books),in Children's Animals Books,0
2904,The Golden Hour, 256 pages ,"Little, Brown Ink (November 23, 2021) ",in Children's Farm Life Books,in Children's Fiction on Social Situations,in Children's Friendship Books,0
2905,A Wilder Magic, 272 pages ,"Sourcebooks Young Readers (May 4, 2021) ",in Children's Country Life Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2906,Lost Things Club, 304 pages ,"LBYR Plus (August 16, 2022) ",in Children's Books on Death & Dying,in Children's School Issues,in Children's Friendship Books,0
2907,The Dreamweavers, 272 pages ,"Holiday House (September 14, 2021) ",in Children's Asian Literature,in Children's Historical Fiction (Books),in Children's Fantasy & Magic Books,0
2908,Ghost in the Headlights, 240 pages ,"Scholastic Inc. (March 2, 2021) ",in Children's Country Life Books,in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,0
2909,Not a Unicorn, 337 pages ,"Chronicle Books LLC (September 21, 2021) ",in Children's Self-Esteem & Self-Respect,in Children's Self-Esteem Books,in Children's eBooks (Kindle Store),0
2910,"Los Seven: A Story of Love, Faith and Family", 126 pages ,"Laura Hernandez Graziano (December 7, 2022) ",in Extended Families,in Religious Leader Biographies,,0
2911,The Ash House, 336 pages ,"Chicken House (February 2, 2021) ",in Children's Books on Orphans & Foster Homes,in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,0
2912,Say It Out Loud, 256 pages ,"Random House Books for Young Readers (August 24, 2021) ",in Children's Books on Bullying,in Children's Performing Arts Fiction,in Children's Friendship Books,0
2913,Project Startup #1 (Eat Bugs), 224 pages ,"Penguin Workshop (February 16, 2021) ",in Children's Jobs & Careers Reference Books,in Children's Books on Girls' & Women's Issues,in Children's Friendship Books,0
2914,Maria's Island,,"Walker Books (June 3, 2021) ",in Children's Books on Diseases & Physical Illness,in Children's Books on Prejudice & Racism,in Children's Multigenerational Family Life,0
2915,A Bird Will Soar, 400 pages ,"Dutton Books for Young Readers (July 5, 2022) ",in Children's Books on Marriage & Divorce,in Children's Nature Books (Books),in Children's Books on Emotions & Feelings (Books),0
2916,"The Serpent's Nest: Young Captain Nemo (Young Captain Nemo, 3)", 256 pages ,"Feiwel & Friends (March 9, 2021) ",in Children's Boats & Ships Books (Books),in Children's Science Fiction Books (Books),in Children's Action & Adventure Books (Books),0
2917,Da Vinci's Cat, 304 pages ,"Greenwillow Books; Reprint edition (May 24, 2022) ",in Children's Time Travel Fiction,in Children's Art Fiction,in Children's Fantasy & Magic Books,0
2918,"In the Shadow of the Moon: America, Russia, and the Hidden History of the Space Race", 336 pages ,"Balzer + Bray (February 9, 2021) ",in Teen & Young Adult History of Science,in Teen & Young Adult Science & Technology Biographies,in Teen & Young Adult 20th Century United States History,0
2919,The Awakening Storm: A Graphic Novel (City of Dragons #1), 240 pages ,"Graphix (September 21, 2021) ",in Children's Fantasy Comics & Graphic Novels,in Children's Action & Adventure Comics & Graphic Novels,in Fantasy Manga (Books)'],0
2920,The Boy Who Failed Show and Tell, 240 pages ,"Scholastic Press (February 1, 2022) ",in Children's General Humor Books,in Children's School Issues,in Children's Friendship Books,0
2921,What Comes Next, 192 pages ,"Yearling (August 9, 2022) ",in Children's Books on Death & Dying,in Children's Dog Books (Books),in Children's Friendship Books,0
2922,Crocodile Rescue! (Wild Survival #1) (1), 240 pages ,"Scholastic Paperbacks; Reprint edition (February 2, 2021) ",in Children's Alligator & Crocodile Books (Books),in Children's Action & Adventure Books (Books),,0
2923,The Book Cat,144 pages,"Faber & Faber (November 23, 2021)Ê",in Children's Military Fiction (Books),in Children's European Historical Fiction (Books),in Children's Cat Books (Books),0
2924,Being Clem (The Finding Langston Trilogy),256 pages,"Holiday House (December 27, 2022)Ê",in Children's 1900s American Historical Fiction,in Children's Black & African American Story Books,in Children's Parents Books,0
2925,The Renegade Reporters,240 pages,"Dial Books (August 10, 2021)Ê",in Children's Computers & Technology Books,in Children's School Issues,"in Children's Mystery, Detective, & Spy",0
2926,Magic's Most Wanted,368 pages,"HarperCollins (August 2, 2022)Ê",in Children's Humor,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2927,City of Rust,,"Chicken House; 1st edition (March 4, 2021)Ê",in Alternative & Renewable Energy,in Children's Dystopian Fiction Books,in Biology of Reptiles & Amphibians'],0
2928,"Summer Lifeguards: Piper Makes Waves (Summer Lifeguards, 4)",208 pages,"Sourcebooks Young Readers (June 1, 2021)Ê",in Children's Water Sports Books (Books),in Children's Books on Girls' & Women's Issues,in Children's Friendship Books,0
2929,Meena Lost and Found (The Meena Zee Books),192 pages,"S&S Books for Young Readers; Reprint edition (October 25, 2022)Ê",in Epilepsy,in Children's Books on Disabilities,in Children's Friendship Books,0
2930,The Thirteenth Cat,240 pages,"Clarion Books (September 13, 2022)Ê",in Children's Cat Books (Books),in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,0
2931,Wish Upon a Stray: A Wish Novel,288 pages,"Scholastic Paperbacks (August 3, 2021)Ê",in Children's Books on Peer Pressure (Books),in Children's Fiction on Social Situations,in Children's Dog Books (Books),0
2932,Ten Thousand Tries,384 pages,"Atheneum Books for Young Readers; Reprint edition (May 10, 2022)Ê",in Children's Books on Death & Dying,in Children's Parents Books,,0
2933,Stella | 14 State Award Nominations - Best Book of the Year,176 pages,"Shadow Mountain (September 6, 2022)Ê",in Children's Dog Books (Books),in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,0
2934,Ahmed Aziz's Epic Year,320 pages,"Quill Tree Books (June 22, 2021)Ê",in Children's Asian & Asian American Books,in Children's Books on Bullying,in Children's School Issues,0
2935,Sunshine,208 pages,"Candlewick (June 13, 2023)Ê",in Children's Books on Marriage & Divorce,in Children's Parents Books,in Children's Dog Books (Books),0
2936,"Stella DÃ­az Dreams Big (Stella Diaz, 3)",224 pages,"Square Fish (March 22, 2022)Ê",in Children's Hispanic & Latino Books,in Children's Marine Life Books,in Children's Friendship Books,0
2937,World in Between: Based on a True Refugee Story,384 pages,"Clarion Books (July 27, 2021)Ê",in Children's Military Fiction (Books),in Children's Fiction on Social Situations,in Children's Friendship Books,0
2938,The Switch,304 pages,"Scholastic Press (November 1, 2022)Ê",in Children's Dystopian Fiction Books,in Children's Multigenerational Family Life,in Children's Action & Adventure Books (Books),0
2939,Chef Yasmina and the Potato Panic,160 pages,"First Second (February 9, 2021)Ê",in Potato Cooking,in Humorous Graphic Novels (Books),in Children's Humorous Comics & Graphic Novels,0
2940,How to Train Your Dad,188 pages,"Farrar, Straus and Giroux (BYR) (October 5, 2021)Ê",in Children's Parent Books,in Children's Dog Books (Kindle Store),in Children's Environment Books (Books),0
2941,Sydney A. Frankel's Summer Mix-Up,264 pages,"Kar-Ben Publishing Â® (November 1, 2021)Ê",in Children's New Baby Books,in Children's Self-Esteem Books,in Children's Friendship Books,0
2942,Jukebox,224 pages,"First Second; Illustrated edition (June 22, 2021)Ê",in Children's Time Travel Fiction,in Children's Performing Arts Fiction,in Children's Action & Adventure Comics & Graphic Novels,0
2943,Partly Cloudy,256 pages,"Katherine Tegen Books (January 3, 2023)Ê",in Children's Black & African American Story Books,in Children's Books on Emotions & Feelings (Books),in Children's Friendship Books,0
2944,The Gemini Mysteries: The Cat's Paw (The Gemini Mysteries Book 2),304 pages,"BuzzPop; Illustrated edition (January 5, 2021)Ê",in Children's Detectives Books,in Children's Mystery & Detective Adventure,in Children's Siblings Books (Kindle Store),0
2945,Houdini and Me,224 pages,"Holiday House (October 18, 2022)Ê",in Children's Time Travel Fiction,in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,0
2946,My Own World,240 pages,"First Second (June 22, 2021)Ê",in Children's Fantasy Comics & Graphic Novels,in Children's Books on Emotions & Feelings (Books),in Children's Fantasy & Magic Books,0
2947,"Unleashed (Jinxed, 2)",352 pages,"Sourcebooks Young Readers (December 7, 2021)Ê",in Children's Books on Girls' & Women's Issues,in Children's Cat Books (Books),in Children's Action & Adventure Books (Books),0
2948,Absolutely Nat: A Graphic Novel (Nat Enough #3) (3),240 pages,"Graphix (September 21, 2021)Ê",in Children's Babysitting Books,in Children's Humorous Comics & Graphic Novels,in Children's Friendship Books,0
2949,Bea Is for Blended,304 pages,"HarperCollins (May 4, 2021)Ê",in Children's Books on Prejudice & Racism,in Children's Books on Girls' & Women's Issues,in Children's Friendship Books,0
2950,Seven Voyages: How China's Treasure Fleet Conquered the Sea,176 pages,"Roaring Brook Press (January 19, 2021)Ê",in Children's Asian History,in Children's Exploration Books,in Children's Boats & Ships Books (Books),0
2951,Cuckoo's Flight (Minoan Wings Book 3),278 pages,"Pajama Press (May 14, 2021)Ê",in Children's Prehistoric Books (Kindle Store),in Children's Prehistory Fiction,in Children's Greek & Roman Myths,0
2952,It Doesn't Take a Genius,308 pages,"Six Foot Press (April 13, 2021)Ê",in Children's Books on Boys' & Men's Issues,in Children's Black & African American Story Books,in Children's Siblings Books (Books),0
2953,How to Find What You're Not Looking For,384 pages,"Kokila (September 13, 2022)Ê",in Children's Books on Prejudice & Racism,in Children's Historical Fiction (Books),in Children's Family Life Books (Books),0
2954,The Samosa Rebellion,368 pages,"Katherine Tegen Books; Reprint edition (May 23, 2023)Ê",in Children's Books on Prejudice & Racism,in Children's Fiction on Social Situations,in Children's Multigenerational Family Life,0
2955,The Runaway Girls,,"Corgi Childrens (February 3, 2022)Ê",in Children's Books on Runaways,in Children's Historical Fiction (Books),in Children's Friendship Books,0
2956,Borders,192 pages,"Little, Brown Ink (January 18, 2022)Ê","in Children's Fairy Tales, Folklore, Legends & Mythology Comics & Graphic Novels",in Children's Native American Books,in Children's Fiction on Social Situations,0
2957,The Primrose Railway Children,,"Puffin (September 16, 2021)Ê",in Children's Trains Books (Books),in Children's Science & Nature Books,in Children's Family Life Books (Books),0
2958,The Summer We Turned Green,334 pages,"Bloomsbury YA; 1st edition (July 8, 2021)Ê",in Teen & Young Adult Fiction about Parents,in Teen & Young Adult Humorous eBooks,in Teen & Young Adult Nature & the Natural World Fiction eBooks,0
2959,Mighty Inside,288 pages,"Levine Querido (October 12, 2021)Ê",in Children's Books on Prejudice & Racism,in Children's Black & African American Story Books,in Children's Siblings Books (Books),0
2960,Gone to the Woods,368 pages,"Square Fish (January 10, 2023)Ê",in Children's Literary Biographies (Books),in Children's Earth Sciences Books (Books),in Children's Parents Books,0
2961,The Forest of Moon and Sword,,"Orion Children's Books (January 7, 2021)Ê",in Wales Travel Guides,in Teen & Young Adult Fairy Tales & Folklore,in Teen & Young Adult Fiction on Girls' & Women's Issues (Books),0
2962,The Great Cookie War,86 pages,"Second Story Press (April 6, 2021)Ê",in Children's Multigenerational Families,in Children's Cooking Books,in Children's Books on Values,0
2963,The Flyers,208 pages,"Simon & Schuster Books for Young Readers; Reprint edition (August 23, 2022)Ê",in Children's New Experiences Books,in Children's Siblings Books (Books),in Children's Friendship Books,0
2964,"Survival Tails: World War II (Survival Tails, 3)",224 pages,"Little, Brown Books for Young Readers (October 15, 2019)Ê","in Children's Lion, Tiger & Leopard Books (Books)",in Children's Bird Books (Books),in Children's Action & Adventure Books (Books),0
2965,Escape from Chernobyl,176 pages,"Scholastic Inc. (December 7, 2021)Ê",in Disaster Books for Children,in Children's European Historical Fiction (Books),in Children's Action & Adventure Books (Books),0
2966,Ben Yokoyama and the Cookie of Perfection (Cookie Chronicles),336 pages,"Knopf Books for Young Readers (December 7, 2021)Ê",in Children's Friendship Books,in Children's Humor,in Children's Family Life Books (Books),0
2967,"Girl, (In Real Life)",,"Usborne Publishing Ltd (July 8, 2021)Ê",in Children's School Issues,in Children's Family Life Books (Books),in Schools & Teaching (Books)'],0
2968,The Thing I'm Most Afraid Of,352 pages,"G.P. Putnam's Sons Books for Young Readers (June 15, 2021)Ê",in Children's Fiction on Social Situations,in Children's New Experiences Books,in Children's Friendship Books,0
2969,Pigture Perfect: A Wish Novel,224 pages,"Scholastic Inc. (December 7, 2021)Ê",in Children's Stepfamilies Books,in Children's Pet Books (Books),in Children's Friendship Books,0
2970,Born Behind Bars,288 pages,"Nancy Paulsen Books; Reprint edition (March 7, 2023)Ê",in Children's Asia Books,in Children's Homelessness & Poverty Books (Books),in Children's New Experiences Books,0
2971,The Boy Who Met a Whale,224 pages,"Peachtree (March 14, 2023)Ê",in Children's Marine Life Books,in Children's Friendship Books,in Children's Action & Adventure Books (Books),0
2972,Miosotis Flores Never Forgets,304 pages,"Tu Books (October 26, 2021)Ê",in Children's Hispanic & Latino Books,in Children's Dog Books (Books),in Children's School Issues,0
2973,Arrow,400 pages,"Simon & Schuster/Paula Wiseman Books; Reprint edition (June 7, 2022)Ê",in Children's Environment Books (Books),in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2974,Julia and the Shark,224 pages,"Union Square Kids (March 28, 2023)Ê",in Children's Fiction on Social Situations,in Children's Marine Life Books,in Children's Family Life Books (Books),0
2975,The Swag Is in the Socks,256 pages,"Yearling (August 2, 2022)Ê",in Children's Black & African American Story Books,in Children's Friendship Books,in Children's Family Life Books (Books),0
2976,Aru Shah and the Nectar of Immortality (Pandava Series),384 pages,"Rick Riordan Presents; Reprint edition (April 4, 2023)Ê",in Children's Asian Literature,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2977,The Lucky Ones,320 pages,"Candlewick (April 19, 2022)Ê",in Children's Homelessness & Poverty Books (Books),in Children's 1900s American Historical Fiction,in Children's Books on Prejudice & Racism,0
2978,The Button Box,152 pages,"Kar-Ben Publishing Â® (April 1, 2022)Ê",in Children's Judaism Books (Books),in Children's Friendship Books,in Children's Fantasy & Magic Books,0
2979,Small Town Pride,288 pages,"HarperCollins (May 9, 2023)Ê",in Children's Books on LGBTQ+ Families,in Children's Books on Prejudice & Racism,in Children's Parents Books,0
2980,Kelcie Murphy and the Academy for the Unbreakable Arts,345 pages,"Starscape (March 1, 2022)Ê",in Children's Folk Tales & Myths (Kindle Store),in Children's Fantasy & Magic Adventure,in Children's eBooks (Kindle Store),0
2981,Theo Tan and the Fox Spirit,320 pages,"Feiwel & Friends (May 31, 2022)Ê",in Children's Asian Literature,in Children's Fox & Wolf Books (Books),in Children's Fantasy & Magic Books,0
2982,Rick Riordan Presents: Tiger Honor-A Thousand Worlds Novel Book 2,272 pages,"Rick Riordan Presents (January 3, 2023)Ê",in Children's Asian Literature,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2983,Shad Hadid and the Alchemists of Alexandria,384 pages,"HarperCollins; First Edition (October 4, 2022)Ê",in Children's Friendship Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2984,The Edge of In Between,304 pages,"Viking Books for Young Readers (April 19, 2022)Ê",in Children's Books on Death & Dying,in Children's Parents Books,in Children's Fantasy & Magic Books,0
2985,"Cameron Battle and the Hidden Kingdoms (Cameron Battle, 1)",320 pages,"Bloomsbury Children's Books; First Edition (February 1, 2022)Ê",in Children's Black & African American Story Books,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
2986,The Prince of Nowhere,336 pages,"HarperCollins (May 3, 2022)Ê",in Children's Spine-Chilling Horror,in Children's Fantasy & Magic Books,in Children's Action & Adventure Books (Books),0
